MUNICIPIO_CLEAN,UF,MUNICIPIO,QUANTIDADE_EMPREGOS,QUANTIDADE_ ESTABELECIMENTOS,QUANTIDADE_VISITAS_ESTIMADAS_ NACIONAL,QUANTIDADE_VISITAS_ESTIMADAS_ INTERNACIONAL,ARRECADACAO,NUM_UCS,BIOMAS_UCS,TOTAL_VISITANTES,Municipio_Clean,NUM_FOCOS,INTENSIDADE_MEDIA,INTENSIDADE_TOTAL,ANO_MIN,ANO_MAX,ESTADO_QUEIMADA,BIOMAS_QUEIMADA,CATEGORIA_UCS,LATITUDE_MUNICIPIO,LONGITUDE_MUNICIPIO,FOCOS_RAIO_100KM,DISTANCIA_MEDIA_FOCOS_KM,DISTANCIA_MIN_FOCO_KM,MUNICIPIOS_PROXIMOS_COM_FOCOS,BIOMAS_PROXIMOS,Município_Clean_x,NUM_UCS_PROTECAO_INTEGRAL,NUM_UCS_USO_SUSTENTAVEL,Município_Clean_y,CATEGORIA_UC_DETALHADA,PERC_UCS_PROTECAO_INTEGRAL,PERC_UCS_USO_SUSTENTAVEL,TEM_UC_PROTECAO_INTEGRAL,TEM_UC_USO_SUSTENTAVEL,CATEGORIA_PROXIMIDADE
santa barbara,MG,Santa Bárbara,62,6,0,293,876056,5,Mata Atlântica,293,santa barbara,35.0,52.91,1851.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,-19.9975,-43.346999999999994,60.0,81.73990743216437,64.32043340799692,3.0,"Mata Atlântica, Cerrado",santa barbara,0,5,santa barbara,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
santa cruz cabralia,BA,Santa Cruz Cabrália,365,27,13831,976,2793553,2,Mata Atlântica,14807,santa cruz cabralia,140.0,34.97,4896.0,2015.0,2019.0,BAHIA,Mata Atlântica,2 UCs,-16.369,-39.297,60.0,76.13478414935823,56.752821957223745,3.0,Mata Atlântica,santa cruz cabralia,0,2,santa cruz cabralia,Área de Proteção Ambiental,0.0,100.0,0,1,Distante
santa helena,PR,Santa Helena,15,7,75514,2578,0,1,Amazônia,78092,santa helena,371.0,39.7,14729.7,2015.0,2019.0,MARANHÃO,"Amazônia, Caatinga, Mata Atlântica",1 UC,-2.943375,-44.485375,60.0,71.70067818182424,48.22427489492884,3.0,Amazônia,santa helena,0,1,santa helena,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
santa isabel,SP,Santa Isabel,25,5,13569,199,0,2,Mata Atlântica,13768,santa isabel,106.0,37.82,4008.6,2015.0,2019.0,GOIÁS,"Cerrado, Mata Atlântica",2 UCs,-23.3015,-46.169,80.0,69.10823298065044,40.449142890173036,4.0,Mata Atlântica,santa isabel,0,2,santa isabel,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Moderado
santa leopoldina,ES,Santa Leopoldina,9,3,496,116,0,5,Mata Atlântica,612,santa leopoldina,21.0,48.09,1009.9,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,3-5 UCs,,,,,,,,santa leopoldina,1,4,santa leopoldina,"Reserva Biológica, Reserva Particular do Patrimônio Natural",20.0,80.0,1,1,Muito_Distante
santa luzia,PB,Santa Luzia,14,2,1215,0,0,2,Cerrado,1215,santa luzia,1779.0,65.91,117247.4,2015.0,2019.0,MARANHÃO,"Amazônia, Mata Atlântica, Cerrado, Caatinga",2 UCs,-5.9401063829787235,-45.57985106382979,320.0,51.61272502931607,6.567332253621898,6.0,Cerrado,santa luzia,1,1,santa luzia,"Refúgio de Vida Silvestre, Reserva Particular do Patrimônio Natural",50.0,50.0,1,1,Muito_Próximo
santa maria,RS,Santa Maria,358,21,428404,9873,5217749,1,Mata Atlântica,438277,santa maria,59.0,19.54,1152.9,2015.0,2019.0,RIO GRANDE DO SUL,"Pampa, Caatinga, Mata Atlântica",1 UC,-21.787333333333333,-47.824666666666666,20.0,31.331970872744222,31.331970872744222,1.0,Cerrado,santa maria,0,1,santa maria,Parque,0.0,100.0,0,1,Moderado
santa maria de jetiba,ES,Santa Maria de Jetibá,25,4,0,121,0,2,Mata Atlântica,121,santa maria de jetiba,31.0,20.65,640.2,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,2 UCs,,,,,,,,santa maria de jetiba,0,2,santa maria de jetiba,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
santa maria madalena,RJ,Santa Maria Madalena,13,4,0,174,0,9,Mata Atlântica,174,santa maria madalena,19.0,32.04,608.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,,,,,,,,santa maria madalena,0,9,santa maria madalena,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
santa mariana,PR,Santa Mariana,2,1,0,75,0,1,Mata Atlântica,75,santa mariana,21.0,17.4,365.3,2015.0,2019.0,PARANÁ,Mata Atlântica,1 UC,,,,,,,,santa mariana,0,1,santa mariana,Parque,0.0,100.0,0,1,Muito_Distante
santa rita,PB,Santa Rita,19,2,2292,0,0,2,"Mata Atlântica, Cerrado",2292,santa rita,301.0,38.16,11487.0,2015.0,2019.0,PARAÍBA,"Mata Atlântica, Amazônia, Cerrado",2 UCs,-3.1916666666666664,-44.31466666666666,80.0,87.01266089116075,74.6578775103627,4.0,"Cerrado, Amazônia",santa rita,0,2,santa rita,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
santa rita de jacutinga,MG,Santa Rita de Jacutinga,4,1,15091,0,0,1,Mata Atlântica,15091,santa rita de jacutinga,13.0,29.77,387.0,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,santa rita de jacutinga,0,1,santa rita de jacutinga,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
santa rita do passa quatro,SP,Santa Rita do Passa Quatro,5,3,4903,116,0,4,"Cerrado, Mata Atlântica",5019,santa rita do passa quatro,50.0,39.71,1985.5,2015.0,2019.0,SÃO PAULO,"Mata Atlântica, Cerrado",3-5 UCs,,,,,,,,santa rita do passa quatro,0,4,santa rita do passa quatro,"Área de Relevante Interesse Ecológico, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
santa rita do sapucai,MG,Santa Rita do Sapucaí,39,4,1305,929,0,1,Mata Atlântica,2234,santa rita do sapucai,6.0,9.42,56.5,2015.0,2018.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,santa rita do sapucai,1,0,santa rita do sapucai,Reserva Biológica,100.0,0.0,1,0,Muito_Distante
santa teresa,ES,Santa Teresa,45,11,26093,557,176401,9,Mata Atlântica,26650,santa teresa,24.0,35.51,852.2,2015.0,2019.0,ESPÍRITO SANTO,Mata Atlântica,6+ UCs,,,,,,,,santa teresa,1,8,santa teresa,"Reserva Biológica, Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",11.1,88.9,1,1,Muito_Distante
santa teresinha,BA,Santa Teresinha,0,1,5919,126,0,1,Caatinga,6045,santa teresinha,9.0,46.66,419.9,2015.0,2019.0,PARAÍBA,Caatinga,1 UC,,,,,,,,santa teresinha,0,1,santa teresinha,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
santa vitoria do palmar,RS,Santa Vitória do Palmar,32,10,51427,6850,288816,2,Pampa,58277,santa vitoria do palmar,22.0,31.4,690.8,2015.0,2019.0,RIO GRANDE DO SUL,Pampa,2 UCs,,,,,,,,santa vitoria do palmar,1,1,santa vitoria do palmar,"Estação Ecológica, Reserva Particular do Patrimônio Natural",50.0,50.0,1,1,Muito_Distante
santana de parnaiba,SP,Santana de Parnaíba,25,3,20731,766,0,4,Mata Atlântica,21497,santana de parnaiba,27.0,12.87,347.4,2016.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,santana de parnaiba,1,3,santana de parnaiba,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental, Reserva Biológica",25.0,75.0,1,1,Muito_Distante
santana do ipanema,AL,Santana do Ipanema,27,3,3499,0,0,3,Caatinga,3499,santana do ipanema,10.0,19.95,199.5,2015.0,2018.0,ALAGOAS,Caatinga,3-5 UCs,,,,,,,,santana do ipanema,1,2,santana do ipanema,"Reserva Particular do Patrimônio Natural, Estação Ecológica",33.3,66.7,1,1,Muito_Distante
santana do riacho,MG,Santana do Riacho,150,24,2624,527,828355,4,Cerrado,3151,santana do riacho,55.0,24.75,1361.0,2015.0,2019.0,MINAS GERAIS,Cerrado,3-5 UCs,-19.217,-43.545,40.0,55.92297313042005,30.33160434475385,2.0,Cerrado,santana do riacho,0,4,santana do riacho,"Área de Proteção Ambiental, Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Moderado
santarem,PA,Santarém,291,38,191863,9344,1813048,4,Amazônia,201207,santarem,2665.0,32.68,87089.2,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,-2.5721698113207543,-55.01079245283019,180.0,65.79938440693599,15.652786636571784,5.0,Amazônia,santarem,0,4,santarem,"Reserva Extrativista, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
santo amaro,BA,Santo Amaro,22,5,40012,222,0,2,Mata Atlântica,40234,santo amaro,37.0,29.72,1099.7,2015.0,2019.0,BAHIA,"Mata Atlântica, Caatinga",2 UCs,,,,,,,,santo amaro,1,1,santo amaro,"Área de Proteção Ambiental, Monumento Natural",50.0,50.0,1,1,Muito_Distante
santo amaro da imperatriz,SC,Santo Amaro da Imperatriz,260,3,2250,1197,0,2,Mata Atlântica,3447,santo amaro da imperatriz,3.0,18.23,54.7,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,2 UCs,,,,,,,,santo amaro da imperatriz,0,2,santo amaro da imperatriz,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
santo amaro do maranhao,MA,Santo Amaro do Maranhão,16,3,0,199,0,1,Cerrado,199,santo amaro do maranhao,123.0,34.74,4273.5,2015.0,2019.0,MARANHÃO,Cerrado,1 UC,-2.844,-43.144666666666666,200.0,64.25496505695851,16.793717112524174,8.0,Cerrado,santo amaro do maranhao,0,1,santo amaro do maranhao,Parque,0.0,100.0,0,1,Próximo
santo andre,SP,Santo André,299,18,21416,9234,21920400,4,Mata Atlântica,30650,santo andre,3.0,20.03,60.1,2016.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,santo andre,0,4,santo andre,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
santo antonio da patrulha,RS,Santo Antônio da Patrulha,23,4,23124,145,0,2,"Pampa, Mata Atlântica",23269,santo antonio da patrulha,17.0,27.89,474.1,2015.0,2019.0,RIO GRANDE DO SUL,"Mata Atlântica, Pampa",2 UCs,-29.756,-50.506,60.0,75.00684280476149,56.116941946670934,3.0,Mata Atlântica,santo antonio da patrulha,0,2,santo antonio da patrulha,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Distante
santo antonio do grama,MG,Santo Antônio do Grama,1,1,0,135,0,1,Mata Atlântica,135,santo antonio do grama,3.0,73.57,220.7,2016.0,2016.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,santo antonio do grama,0,1,santo antonio do grama,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
santo antonio do leverger,MT,Santo Antônio do Leverger,81,4,10638,0,0,3,Cerrado,10638,santo antonio do leverger,1248.0,56.1,70008.2,2015.0,2019.0,MATO GROSSO,"Cerrado, Pantanal",3-5 UCs,-16.508576923076923,-55.45626923076923,160.0,71.72915949191142,59.84461057589507,5.0,"Cerrado, Pantanal",santo antonio do leverger,1,2,santo antonio do leverger,"Área de Proteção Ambiental, Parque, Monumento Natural",33.3,66.7,1,1,Distante
santo antonio do pinhal,SP,Santo Antônio do Pinhal,119,22,19885,243,1018219,3,Mata Atlântica,20128,santo antonio do pinhal,1.0,11.2,11.2,2018.0,2018.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,santo antonio do pinhal,0,3,santo antonio do pinhal,"Área de Proteção Ambiental, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Muito_Distante
santo estevao,BA,Santo Estêvão,0,1,26609,76,0,1,Mata Atlântica,26685,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,santo estevao,0,1,santo estevao,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
santos,SP,Santos,949,52,1216191,49802,13531092,5,"Mata Atlântica, Área Marinha",1265993,santos,4.0,58.2,232.8,2015.0,2015.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,santos,0,5,santos,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
santos dumont,MG,Santos Dumont,19,4,0,163,0,1,Mata Atlântica,163,santos dumont,21.0,18.65,391.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,1 UC,,,,,,,,santos dumont,0,1,santos dumont,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sao bento do sapucai,SP,São Bento do Sapucaí,27,13,18079,257,612756,3,Mata Atlântica,18336,sao bento do sapucai,3.0,19.87,59.6,2016.0,2018.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,sao bento do sapucai,1,2,sao bento do sapucai,"Área de Proteção Ambiental, Monumento Natural",33.3,66.7,1,1,Muito_Distante
sao bento do sul,SC,São Bento do Sul,46,9,50856,752,984005,3,Mata Atlântica,51608,sao bento do sul,12.0,10.97,131.6,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,3-5 UCs,,,,,,,,sao bento do sul,0,3,sao bento do sul,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
sao bernardo do campo,SP,São Bernardo do Campo,591,40,96325,5657,6079433,3,Mata Atlântica,101982,sao bernardo do campo,12.0,12.88,154.6,2016.0,2019.0,SÃO PAULO,Mata Atlântica,3-5 UCs,,,,,,,,sao bernardo do campo,0,3,sao bernardo do campo,Parque,0.0,100.0,0,1,Muito_Distante
sao borja,RS,São Borja,75,13,39785,5760,448070,1,Pampa,45545,sao borja,184.0,16.95,3118.9,2015.0,2019.0,RIO GRANDE DO SUL,Pampa,1 UC,,,,,,,,sao borja,0,1,sao borja,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sao carlos,SP,São Carlos,286,27,163891,10210,2687848,2,Mata Atlântica,174101,sao carlos,70.0,53.89,3772.0,2015.0,2019.0,SÃO PAULO,Cerrado,2 UCs,-21.632,-47.841,20.0,35.90330019756858,35.90330019756858,1.0,Cerrado,sao carlos,0,1,sao carlos,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
sao carlos,SP,São Carlos,286,27,163891,10210,2687848,2,Mata Atlântica,174101,sao carlos,70.0,53.89,3772.0,2015.0,2019.0,SÃO PAULO,Cerrado,2 UCs,-21.632,-47.841,20.0,35.90330019756858,35.90330019756858,1.0,Cerrado,sao carlos,0,1,sao carlos,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
sao carlos,SP,São Carlos,286,27,163891,10210,2687848,2,Mata Atlântica,174101,sao carlos,70.0,53.89,3772.0,2015.0,2019.0,SÃO PAULO,Cerrado,2 UCs,-21.632,-47.841,20.0,35.90330019756858,35.90330019756858,1.0,Cerrado,sao carlos,0,1,sao carlos,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
sao carlos,SP,São Carlos,286,27,163891,10210,2687848,2,Mata Atlântica,174101,sao carlos,70.0,53.89,3772.0,2015.0,2019.0,SÃO PAULO,Cerrado,2 UCs,-21.632,-47.841,20.0,35.90330019756858,35.90330019756858,1.0,Cerrado,sao carlos,0,1,sao carlos,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
sao domingos do prata,MG,São Domingos do Prata,15,5,7914,182,0,3,Mata Atlântica,8096,sao domingos do prata,14.0,21.86,306.0,2017.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,,,,,,,,sao domingos do prata,0,3,sao domingos do prata,"Área de Proteção Ambiental, Parque",0.0,100.0,0,1,Muito_Distante
sao felix,BA,São Félix,1,1,3905,143,0,2,Mata Atlântica,4048,sao felix,15.0,53.73,805.9,2015.0,2019.0,BAHIA,Mata Atlântica,2 UCs,,,,,,,,sao felix,0,2,sao felix,"Reserva Extrativista, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
sao felix do tocantins,TO,São Félix do Tocantins,2,1,1494,0,0,3,Cerrado,1494,sao felix do tocantins,573.0,64.43,36920.7,2015.0,2019.0,TOCANTINS,Cerrado,3-5 UCs,-10.061571428571428,-46.69535714285714,280.0,72.67853276609368,35.31039075483462,6.0,Cerrado,sao felix do tocantins,1,2,sao felix do tocantins,"Parque, Reserva Particular do Patrimônio Natural, Monumento Natural",33.3,66.7,1,1,Moderado
sao felix do xingu,PA,São Félix do Xingu,23,8,131396,0,56090,6,Amazônia,131396,sao felix do xingu,17282.0,59.96,1036264.0,2015.0,2019.0,PARÁ,Amazônia,6+ UCs,-6.76995792079208,-52.1609207920792,200.0,68.69340407500769,8.488244023907932,1.0,Amazônia,sao felix do xingu,2,4,sao felix do xingu,"Estação Ecológica, Floresta, Parque, Reserva Biológica, Reserva Extrativista, Área de Proteção Ambiental",33.3,66.7,1,1,Muito_Próximo
sao fidelis,RJ,São Fidélis,15,2,15802,130,0,3,Mata Atlântica,15932,sao fidelis,52.0,33.16,1724.4,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,-21.723,-41.918,40.0,86.31687032542142,74.85410192865054,2.0,Mata Atlântica,sao fidelis,0,3,sao fidelis,"Parque, Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
sao francisco de assis,RS,São Francisco de Assis,1,1,2236,874,0,1,Pampa,3110,sao francisco de assis,56.0,14.29,800.4,2015.0,2019.0,RIO GRANDE DO SUL,"Pampa, Mata Atlântica",1 UC,,,,,,,,sao francisco de assis,0,1,sao francisco de assis,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Muito_Distante
sao francisco de itabapoana,RJ,São Francisco de Itabapoana,13,5,137585,273,0,1,Mata Atlântica,137858,sao francisco de itabapoana,91.0,23.07,2099.7,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,1 UC,-21.3955,-41.14,20.0,51.02484986571496,51.02484986571496,1.0,Mata Atlântica,sao francisco de itabapoana,1,0,sao francisco de itabapoana,Estação Ecológica,100.0,0.0,1,0,Distante
sao francisco de paula,MG,São Francisco de Paula,73,1,2624,0,0,14,Mata Atlântica,2624,sao francisco de paula,1346.0,16.57,22304.3,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,6+ UCs,-29.16658064516129,-50.52787096774194,60.0,29.877412423571467,13.51367941215274,3.0,Mata Atlântica,sao francisco de paula,1,6,sao francisco de paula,"Floresta, Reserva Particular do Patrimônio Natural, Estação Ecológica, Área de Proteção Ambiental, Parque",14.3,85.7,1,1,Próximo
sao francisco de paula,MG,São Francisco de Paula,73,1,2624,0,0,14,Mata Atlântica,2624,sao francisco de paula,1346.0,16.57,22304.3,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,6+ UCs,-29.16658064516129,-50.52787096774194,60.0,29.877412423571467,13.51367941215274,3.0,Mata Atlântica,sao francisco de paula,1,6,sao francisco de paula,"Floresta, Reserva Particular do Patrimônio Natural, Estação Ecológica, Área de Proteção Ambiental, Parque",14.3,85.7,1,1,Próximo
sao francisco de paula,MG,São Francisco de Paula,73,1,2624,0,0,14,Mata Atlântica,2624,sao francisco de paula,1346.0,16.57,22304.3,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,6+ UCs,-29.16658064516129,-50.52787096774194,60.0,29.877412423571467,13.51367941215274,3.0,Mata Atlântica,sao francisco de paula,1,6,sao francisco de paula,"Floresta, Reserva Particular do Patrimônio Natural, Estação Ecológica, Área de Proteção Ambiental, Parque",14.3,85.7,1,1,Próximo
sao francisco de paula,MG,São Francisco de Paula,73,1,2624,0,0,14,Mata Atlântica,2624,sao francisco de paula,1346.0,16.57,22304.3,2015.0,2019.0,RIO GRANDE DO SUL,Mata Atlântica,6+ UCs,-29.16658064516129,-50.52787096774194,60.0,29.877412423571467,13.51367941215274,3.0,Mata Atlântica,sao francisco de paula,1,6,sao francisco de paula,"Floresta, Reserva Particular do Patrimônio Natural, Estação Ecológica, Área de Proteção Ambiental, Parque",14.3,85.7,1,1,Próximo
sao francisco do conde,BA,São Francisco do Conde,3,1,22377,76,0,2,Mata Atlântica,22453,sao francisco do conde,9.0,17.5,157.5,2015.0,2017.0,BAHIA,Mata Atlântica,2 UCs,,,,,,,,sao francisco do conde,0,2,sao francisco do conde,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sao francisco do guapore,RO,São Francisco do Guaporé,5,3,11490,0,0,3,Amazônia,11490,sao francisco do guapore,1154.0,44.2,51009.5,2015.0,2019.0,RONDÔNIA,Amazônia,3-5 UCs,-12.36413043478261,-63.229565217391304,40.0,66.2396995425425,54.706329996062095,2.0,Amazônia,sao francisco do guapore,1,2,sao francisco do guapore,"Reserva Biológica, Reserva de Desenvolvimento Sustentável, Reserva de Fauna",33.3,66.7,1,1,Distante
sao francisco do sul,SC,São Francisco do Sul,106,20,205939,9880,741242,2,Mata Atlântica,215819,,0.0,0.0,0.0,,,,,2 UCs,,,,,,,,sao francisco do sul,0,2,sao francisco do sul,"Reserva Particular do Patrimônio Natural, Parque",0.0,100.0,0,1,Muito_Distante
sao gabriel,RS,São Gabriel,93,13,114291,28062,1735484,1,Caatinga,142353,sao gabriel,190.0,15.72,2987.5,2015.0,2019.0,RIO GRANDE DO SUL,"Pampa, Caatinga",1 UC,-26.311799999999998,-51.7192,80.0,69.20204311943766,36.72256076024297,4.0,Mata Atlântica,sao gabriel,0,1,sao gabriel,Área de Proteção Ambiental,0.0,100.0,0,1,Moderado
sao geraldo do araguaia,PA,São Geraldo do Araguaia,1,1,16341,64,0,3,Amazônia,16405,sao geraldo do araguaia,242.0,34.78,8417.1,2015.0,2019.0,PARÁ,Amazônia,3-5 UCs,-6.220833333333334,-48.586166666666664,140.0,69.39477186522404,14.338805354673413,7.0,"Cerrado, Amazônia",sao geraldo do araguaia,0,3,sao geraldo do araguaia,"Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Próximo
sao goncalo,RJ,São Gonçalo,177,12,24747,1744,2907220,7,Mata Atlântica,26491,sao goncalo,17.0,22.07,375.2,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,6+ UCs,-22.874,-43.029,40.0,72.24656766180993,48.00362232378727,2.0,Mata Atlântica,sao goncalo,1,6,sao goncalo,"Área de Proteção Ambiental, Estação Ecológica, Parque",14.3,85.7,1,1,Moderado
sao goncalo do amarante,CE,São Gonçalo do Amarante,54,12,82339,3928,332177,2,Caatinga,86267,sao goncalo do amarante,149.0,46.21,6886.0,2015.0,2019.0,CEARÁ,Caatinga,2 UCs,,,,,,,,sao goncalo do amarante,1,1,sao goncalo do amarante,"Área de Proteção Ambiental, Estação Ecológica",50.0,50.0,1,1,Muito_Distante
sao jeronimo da serra,PR,São Jerônimo da Serra,4,2,17011,0,0,1,Mata Atlântica,17011,sao jeronimo da serra,83.0,21.03,1745.6,2015.0,2019.0,PARANÁ,Mata Atlântica,1 UC,-23.6352,-50.8794,40.0,23.835990109110643,3.876936902375675,2.0,Mata Atlântica,sao jeronimo da serra,0,1,sao jeronimo da serra,Parque,0.0,100.0,0,1,Muito_Próximo
sao joao batista do gloria,MG,São João Batista do Glória,3,3,0,52,0,1,Cerrado,52,sao joao batista do gloria,88.0,31.93,2809.7,2015.0,2019.0,MINAS GERAIS,Cerrado,1 UC,-20.512,-46.463,20.0,27.0648427272763,27.0648427272763,1.0,Cerrado,sao joao batista do gloria,0,1,sao joao batista do gloria,Parque,0.0,100.0,0,1,Moderado
sao joao da barra,RJ,São João da Barra,13,7,143304,312,0,3,Mata Atlântica,143616,sao joao da barra,16.0,34.49,551.8,2015.0,2019.0,RIO DE JANEIRO,Mata Atlântica,3-5 UCs,,,,,,,,sao joao da barra,0,3,sao joao da barra,"Reserva Particular do Patrimônio Natural, Parque, Área de Proteção Ambiental",0.0,100.0,0,1,Muito_Distante
sao joao de meriti,RJ,São João de Meriti,358,14,43018,422,2530744,1,Mata Atlântica,43440,,0.0,0.0,0.0,,,,,1 UC,,,,,,,,sao joao de meriti,0,1,sao joao de meriti,Parque,0.0,100.0,0,1,Muito_Distante
sao joao del rei,MG,São João del Rei,227,33,134743,5013,1444690,3,Mata Atlântica,139756,sao joao del rei,182.0,20.09,3655.6,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,3-5 UCs,-21.282400000000003,-44.251400000000004,40.0,97.11537558290107,96.80944978755527,2.0,Mata Atlântica,sao joao del rei,1,2,sao joao del rei,"Floresta, Área de Proteção Ambiental, Refúgio de Vida Silvestre",33.3,66.7,1,1,Distante
sao joao nepomuceno,MG,São João Nepomuceno,7,2,44451,116,0,2,Mata Atlântica,44567,sao joao nepomuceno,17.0,161.1,2738.7,2015.0,2019.0,MINAS GERAIS,Mata Atlântica,2 UCs,-21.513,-43.06,20.0,93.80912216978592,93.80912216978592,1.0,Mata Atlântica,sao joao nepomuceno,0,2,sao joao nepomuceno,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Distante
sao joaquim,SC,São Joaquim,35,7,65932,719,0,1,Mata Atlântica,66651,sao joaquim,588.0,13.16,7739.1,2015.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,-28.353714285714286,-50.09585714285714,80.0,68.26069502962666,38.40169380487166,4.0,Mata Atlântica,sao joaquim,0,1,sao joaquim,Reserva Particular do Patrimônio Natural,0.0,100.0,0,1,Moderado
sao jose da coroa grande,PE,São José da Coroa Grande,14,4,219748,302,0,1,Área Marinha,220050,sao jose da coroa grande,14.0,10.79,151.1,2015.0,2019.0,PERNAMBUCO,Mata Atlântica,1 UC,,,,,,,,sao jose da coroa grande,0,1,sao jose da coroa grande,Área de Proteção Ambiental,0.0,100.0,0,1,Muito_Distante
sao jose da lapa,MG,São José da Lapa,2,1,0,61,0,2,Cerrado,61,sao jose da lapa,20.0,16.29,325.9,2015.0,2019.0,MINAS GERAIS,Cerrado,2 UCs,,,,,,,,sao jose da lapa,1,1,sao jose da lapa,"Parque, Refúgio de Vida Silvestre",50.0,50.0,1,1,Muito_Distante
sao jose de ribamar,MA,São José de Ribamar,105,6,3320,129,568524,3,"Amazônia, Cerrado",3449,sao jose de ribamar,12.0,15.32,183.8,2015.0,2019.0,MARANHÃO,Amazônia,3-5 UCs,-2.633,-44.153,60.0,86.1682711190446,82.78322526684863,3.0,Amazônia,sao jose de ribamar,0,3,sao jose de ribamar,"Reserva Particular do Patrimônio Natural, Área de Proteção Ambiental",0.0,100.0,0,1,Distante
sao jose do barreiro,SP,São José do Barreiro,8,4,0,116,0,6,Mata Atlântica,116,sao jose do barreiro,46.0,27.66,1272.2,2015.0,2019.0,SÃO PAULO,Mata Atlântica,6+ UCs,-22.864,-44.702,20.0,62.542752616717806,62.542752616717806,1.0,Mata Atlântica,sao jose do barreiro,0,6,sao jose do barreiro,"Parque, Reserva Particular do Patrimônio Natural",0.0,100.0,0,1,Distante
sao jose do cedro,SC,São José do Cedro,10,1,21357,64,0,1,Mata Atlântica,21421,sao jose do cedro,12.0,10.54,126.5,2016.0,2019.0,SANTA CATARINA,Mata Atlântica,1 UC,,,,,,,,sao jose do cedro,0,1,sao jose do cedro,Parque,0.0,100.0,0,1,Muito_Distante
